ListingID,Neighborhood,PropertyType,Condition,SqFt,LotSqFt,Beds,Baths,YearBuilt,DistanceToCityMiles,SchoolRating,CrimeIndex,MortgageRatePct,TotalRooms,OnlineEstimateUSD,SalePriceUSD,PostSaleAppraisalUSD
500652,Suburb,House,Excellent,1773,14368,3,3.5,2018,0.3,7.7,59.3,6.28,8.5,534496.0,552361.0,557419.0
500653,Rural,House,Good,,3507,5,1.0,1987,3.46,8.3,33.9,6.87,8.0,573874.0,519369.0,516966.0
500654,Suburb,House,Good,2795,19354,2,1.5,1999,12.17,9.1,48.4,7.65,6.5,700752.0,730774.0,740638.0
500655,Suburb,House,Excellent,2055,11534,3,2.5,1970,4.8,7.8,27.5,6.08,8.5,785185.0,773632.0,798407.0
500656,University,House,Good,2168,3834,2,1.0,2023,3.2,6.0,50.3,5.69,6.0,594453.0,542805.0,544025.0
500657,Suburb,Condo,Excellent,1590,7294,4,2.5,1988,1.92,7.4,54.1,6.5,8.5,451314.0,440909.0,448033.0
500658,,Condo,Excellent,543,13713,3,3.0,1969,9.27,7.9,81.4,6.16,11.0,228771.0,292280.0,282006.0
500659,Suburb,House,Excellent,1349,6018,4,1.5,2017,6.28,9.1,58.0,6.3,8.5,573778.0,530083.0,541053.0
500660,Downtown,House,Good,1124,3300,2,2.5,1994,9.29,4.0,51.0,5.84,7.5,417037.0,447031.0,451309.0
500661,Suburb,Townhome,Good,2091,7220,3,1.5,1982,7.31,7.6,65.5,6.56,7.5,487968.0,522232.0,525436.0
500662,Suburb,House,Fair,1913,22286,4,2.5,1990,19.25,4.4,29.9,6.26,11.5,500512.0,485279.0,496325.0
500663,Downtown,Condo,Good,1329,2762,3,2.5,1971,5.85,8.1,60.5,4.86,10.5,496341.0,531256.0,518194.0
500664,Downtown,Condo,Excellent,1597,9423,4,2.5,1972,0.3,7.7,36.5,6.07,8.5,568924.0,577544.0,584449.0
500665,Suburb,Condo,Fair,2868,6797,4,3.5,1967,9.09,7.8,35.5,6.42,9.5,757871.0,797094.0,802747.0
500666,Suburb,Condo,Good,1226,6298,3,2.5,2009,8.42,8.3,60.8,6.95,8.5,294888.0,346405.0,365395.0
500667,Rural,House,Good,1253,5351,2,3.5,1977,9.33,7.6,48.1,5.85,9.5,362086.0,412283.0,391268.0
500668,Waterfront,Condo,Fair,1702,5583,4,2.5,1982,0.3,6.1,64.3,5.71,10.5,673752.0,727662.0,726868.0
500669,Suburb,House,Excellent,1396,12607,3,1.5,2005,15.04,7.5,23.2,6.93,6.5,454002.0,456940.0,483026.0
500670,Suburb,House,Good,1571,9678,4,2.5,1999,8.23,8.8,48.7,5.83,9.5,532626.0,562280.0,557736.0
500671,Suburb,House,Good,2195,3720,1,2.5,1965,8.16,6.9,36.9,6.28,8.5,648722.0,673777.0,668885.0
500672,,House,Fair,2976,17245,2,1.0,2009,0.3,7.1,40.7,6.51,5.0,737708.0,791971.0,813242.0
500673,Downtown,Condo,Good,,3109,1,3.5,2024,11.18,5.3,16.4,6.67,9.5,410951.0,418854.0,448639.0
500674,University,Condo,Good,1838,,2,2.5,2005,8.03,8.7,58.5,6.22,7.5,554771.0,544235.0,545854.0
500675,Suburb,House,Good,1877,7562,4,2.5,2006,16.32,6.3,47.8,5.52,10.5,588872.0,557471.0,549316.0
500676,University,House,Fair,1795,13904,4,1.5,1957,5.98,6.0,30.1,6.84,9.5,375866.0,517163.0,510428.0
500677,Downtown,House,Good,1728,8389,3,2.5,1980,1.19,6.4,24.8,5.94,7.5,603467.0,633081.0,628671.0
500678,Suburb,House,Good,1629,12770,3,2.5,1954,9.16,5.8,31.8,5.89,10.5,418119.0,489690.0,479992.0
500679,University,Townhome,Excellent,2503,6680,4,2.0,1958,3.07,6.7,65.3,7.47,9.0,748955.0,702552.0,693278.0
500680,University,Townhome,Good,1548,12153,3,,2012,10.84,8.9,43.2,6.76,7.5,504132.0,507259.0,509560.0
500681,Downtown,Townhome,Good,1767,8337,4,1.0,1962,2.08,8.2,39.8,5.55,7.0,710990.0,655415.0,656122.0
500682,Suburb,Condo,Good,1850,24621,3,,1999,7.66,9.1,52.0,5.91,8.5,506605.0,544448.0,550319.0
500683,,Condo,Fair,1920,4468,1,1.5,1972,7.09,9.2,44.9,6.06,7.5,539639.0,510071.0,510630.0
500684,Rural,House,Excellent,1739,13888,3,1.0,1961,8.21,5.8,48.1,5.75,9.0,502498.0,565626.0,551621.0
500685,Downtown,House,Excellent,2500,8965,5,1.5,2007,5.41,7.7,55.7,5.02,10.5,950801.0,880416.0,889361.0
500686,Suburb,House,Good,1844,7544,3,1.5,1959,3.68,9.2,49.6,6.71,8.5,571375.0,573615.0,576758.0
500687,University,Condo,Excellent,1963,4831,3,2.5,2019,8.07,10.0,57.7,6.7,7.5,503264.0,574142.0,567517.0
500688,Suburb,House,Good,1817,8877,3,1.5,1987,5.03,5.0,27.2,6.36,7.5,469001.0,514549.0,511594.0
500689,Suburb,House,Good,1198,2804,3,2.5,2023,9.3,5.0,45.7,5.96,10.5,395239.0,445007.0,449031.0
500690,Waterfront,House,Good,1311,2987,4,1.5,1963,6.82,7.7,39.5,6.34,8.5,655505.0,682483.0,683644.0
500691,Suburb,House,Good,1167,10408,3,4.0,2013,0.3,6.6,46.4,6.61,10.0,513355.0,499218.0,497932.0
500692,Downtown,Condo,Good,1975,2671,2,2.5,2020,8.05,5.6,44.2,5.56,7.5,597901.0,673790.0,683049.0
500693,Suburb,House,Fair,1386,16085,1,4.0,2015,16.51,7.6,35.4,6.01,9.0,456552.0,433921.0,446693.0
500694,Downtown,House,Good,1160,5762,3,1.5,1967,10.18,5.9,39.7,5.86,8.5,517314.0,511901.0,508433.0
500695,Downtown,Townhome,Good,2005,7892,1,2.5,1986,11.9,3.8,58.8,6.65,5.5,487539.0,458879.0,458867.0
500696,Suburb,Condo,Fair,2191,7109,1,1.5,2021,11.07,7.0,36.7,6.37,7.5,567980.0,540030.0,527208.0
500697,Waterfront,Condo,Good,705,8745,4,2.5,1954,5.68,7.2,26.5,5.4,9.5,438583.0,449923.0,448166.0
500698,Suburb,House,Good,2948,5749,4,3.0,2004,0.64,7.9,53.6,5.83,10.0,845268.0,866558.0,872400.0
500699,Rural,House,Good,,5452,1,1.0,1988,13.13,8.4,59.2,7.31,5.0,389023.0,436910.0,447327.0
500700,Suburb,Townhome,Excellent,1782,6303,4,1.5,1992,14.55,7.3,40.9,5.61,10.5,488429.0,523271.0,525474.0
500701,Suburb,Condo,Good,2543,12760,4,1.5,1989,11.71,6.7,46.7,6.31,9.5,531873.0,590139.0,589338.0
500702,Rural,House,Good,1895,13421,2,1.0,2001,10.88,6.1,32.5,5.82,6.0,417036.0,467972.0,459769.0
500703,Suburb,House,Good,1457,,4,1.5,2009,10.71,4.7,41.9,6.99,10.5,320040.0,355300.0,358073.0
500704,University,House,Good,3276,8467,2,1.5,2002,8.25,6.4,61.2,6.17,6.5,667481.0,703272.0,690650.0
500705,Suburb,House,Good,1152,6030,2,1.0,1952,10.01,8.5,56.7,5.94,5.0,270051.0,331747.0,333477.0
500706,Suburb,House,Excellent,1787,2483,2,2.5,1971,8.48,8.0,47.1,5.48,7.5,584782.0,651441.0,651903.0
500707,Suburb,House,Excellent,,10004,2,2.5,1994,10.31,10.0,40.9,6.06,9.5,741851.0,818321.0,807879.0
500708,Suburb,House,Fair,1155,11264,4,1.0,1987,2.93,6.8,21.0,6.73,7.0,401396.0,416347.0,420438.0
500709,Downtown,House,Fair,1784,5341,2,2.0,1991,4.76,4.5,49.6,6.63,8.0,463805.0,503274.0,500985.0
500710,Rural,House,Excellent,2101,11041,2,2.0,1955,11.72,8.2,51.7,5.39,6.0,621716.0,595155.0,602444.0
500711,University,House,Excellent,3411,14744,2,,1991,6.45,8.5,60.4,7.18,6.0,851466.0,816662.0,811187.0
500712,Downtown,House,Good,1270,7201,3,1.5,1953,0.3,5.4,74.6,6.06,7.5,446201.0,437899.0,443800.0
500713,Suburb,House,Excellent,1819,12828,3,3.0,1957,9.14,4.7,50.5,5.55,9.0,564293.0,627583.0,646191.0
500714,Rural,House,Good,2278,8184,4,3.0,2021,0.3,7.3,59.0,6.29,10.0,594830.0,640349.0,642676.0
500715,Suburb,House,Excellent,1903,2403,2,3.0,2011,19.49,8.1,28.6,5.82,10.0,526005.0,593573.0,603076.0
500716,Suburb,House,Fair,1068,,2,2.0,2014,12.59,5.4,62.7,5.85,7.0,302170.0,294530.0,287203.0
500717,,Condo,Good,,5321,3,4.0,1965,12.31,6.5,57.7,5.82,10.0,591716.0,628485.0,624545.0
500718,Suburb,House,Good,1920,9350,3,3.5,2007,4.58,5.9,65.0,6.15,11.5,481553.0,545428.0,523436.0
500719,Rural,House,Fair,2140,4054,2,2.0,1950,1.9,5.3,54.9,5.9,9.0,510072.0,482878.0,481310.0
500720,Suburb,Condo,Good,2585,5230,3,2.0,1957,7.2,5.1,51.6,5.15,8.0,614414.0,573836.0,560757.0
500721,Downtown,Condo,Good,2509,3821,5,3.0,1996,8.54,7.2,66.7,6.53,10.0,626421.0,661971.0,663520.0
500722,University,Condo,Good,2115,6650,3,1.5,1997,3.98,6.5,35.3,5.88,9.5,633318.0,602385.0,578340.0
500723,Waterfront,Condo,Excellent,2052,7097,3,2.5,1954,9.35,6.1,54.5,6.95,9.5,590400.0,708433.0,698504.0
500724,Downtown,Condo,Good,1136,12215,5,2.0,2004,12.4,3.3,60.9,6.54,10.0,407601.0,410181.0,411356.0
500725,Suburb,Condo,Excellent,1763,10980,3,1.5,2017,11.9,9.5,33.5,6.59,9.5,525336.0,584283.0,589080.0
500726,Downtown,House,Good,1993,7513,2,2.0,1982,2.44,5.7,28.1,6.32,7.0,552520.0,568761.0,549486.0
500727,University,Condo,Good,1589,,2,1.0,1993,0.3,6.8,51.4,7.01,8.0,330613.0,332851.0,328174.0
500728,University,House,Fair,1913,7266,4,2.0,1978,8.46,5.4,46.9,6.0,8.0,535457.0,554543.0,584878.0
500729,Downtown,House,Fair,1314,7283,4,1.0,2019,4.64,7.6,54.0,5.59,8.0,549845.0,485306.0,494777.0
500730,Suburb,House,Good,2847,17219,3,4.0,2005,11.02,4.9,54.5,6.42,12.0,803714.0,793474.0,795555.0
500731,Suburb,House,Excellent,3249,1532,3,3.5,2000,17.91,7.2,33.9,4.52,10.5,897139.0,878529.0,846330.0
500732,Suburb,House,Good,1597,6126,4,3.0,1950,17.9,6.8,50.0,5.98,10.0,399175.0,398920.0,388284.0
500733,Waterfront,Condo,Excellent,2110,8212,4,2.5,2000,10.1,8.3,61.6,6.34,9.5,838411.0,837501.0,843804.0
500734,Downtown,Condo,Fair,1698,13409,2,3.0,1985,14.84,5.5,39.9,5.95,9.0,487574.0,472591.0,475547.0
500735,Downtown,Condo,Excellent,2671,3531,3,3.0,2003,17.92,6.1,41.0,6.99,11.0,636447.0,700115.0,705647.0
500736,Suburb,House,Excellent,2133,8383,3,3.0,1969,8.73,6.7,28.6,6.64,10.0,494938.0,608250.0,619700.0
500737,Suburb,Condo,Good,1900,11418,4,3.0,1960,10.03,10.0,57.1,6.28,10.0,602430.0,590721.0,592055.0
500738,Rural,Condo,Good,1705,5211,3,1.5,1983,13.37,4.9,73.7,5.96,7.5,402742.0,404857.0,415047.0
500739,Suburb,House,Good,1932,2166,3,2.5,1985,8.26,7.4,25.1,6.89,10.5,503423.0,546697.0,525813.0
500740,Downtown,House,Fair,1200,5486,3,2.0,1991,5.6,6.1,56.3,5.79,7.0,505377.0,559033.0,588616.0
500741,Suburb,House,Good,2289,3312,1,1.5,1953,4.16,7.5,58.4,5.95,7.5,492089.0,558541.0,555216.0
500742,Waterfront,House,Good,1386,10061,3,1.5,1981,8.52,8.0,37.0,6.67,9.5,706488.0,637171.0,629748.0
500743,Rural,House,Good,2198,4086,3,2.5,2000,4.91,7.2,39.7,6.58,8.5,512140.0,491572.0,509385.0
500744,Downtown,House,Good,1934,,4,3.0,2016,13.07,7.4,29.9,7.47,10.0,500784.0,517143.0,524420.0
500745,University,House,Fair,2562,7411,2,1.0,1958,6.57,7.4,33.7,6.07,7.0,760546.0,731293.0,742892.0
500746,Suburb,Condo,Fair,,4199,3,,2017,16.9,6.2,47.6,5.04,8.5,567984.0,572070.0,564970.0
500747,University,House,Excellent,2515,5029,2,3.5,1974,15.45,6.7,54.7,6.61,9.5,713543.0,703005.0,706483.0
500748,Downtown,Condo,Fair,1250,3535,2,2.0,2007,1.38,4.6,46.9,6.98,6.0,300331.0,323147.0,331666.0
500749,University,House,Fair,2246,8600,4,2.0,1956,14.7,6.5,57.7,6.1,11.0,491102.0,517455.0,504250.0
500750,Downtown,Condo,Fair,1704,16656,3,2.0,2010,6.19,5.9,48.2,7.17,9.0,498747.0,527806.0,525404.0
500751,Suburb,Condo,Good,1976,5982,4,3.0,2024,16.37,6.7,28.1,7.31,10.0,445043.0,521171.0,518464.0
500752,Rural,Condo,Good,1897,11858,2,2.0,1988,11.46,8.1,66.5,5.79,8.0,511696.0,473477.0,470211.0
500753,Suburb,House,Excellent,2459,3868,3,1.5,1995,8.26,7.6,62.6,5.91,6.5,695729.0,645954.0,637875.0
500754,Downtown,Townhome,Excellent,537,8190,1,2.5,1970,12.38,7.7,34.9,5.43,6.5,436685.0,409260.0,394612.0
500755,Downtown,House,Excellent,2060,27124,3,1.0,1961,5.33,8.6,71.2,6.54,7.0,583571.0,622535.0,627739.0
500756,Suburb,House,Excellent,879,2929,3,2.5,2011,10.42,3.6,52.1,6.65,7.5,301651.0,336873.0,339885.0
500757,Downtown,House,Good,2634,14260,4,3.0,2019,10.74,7.6,47.2,6.58,10.0,838780.0,780988.0,794700.0
500758,Suburb,House,Fair,568,13767,3,2.5,1958,7.7,7.0,73.3,5.44,10.5,284175.0,235618.0,234955.0
500759,Downtown,House,Excellent,1198,2204,3,3.0,2008,10.76,6.9,8.8,5.73,8.0,557882.0,576297.0,568559.0
500760,Suburb,House,Fair,762,2879,4,2.5,1995,2.82,5.1,21.8,5.32,10.5,313335.0,384683.0,367797.0
500761,Suburb,House,Good,2916,3790,3,3.0,2008,11.74,7.8,55.7,5.2,8.0,767579.0,766895.0,768030.0
500762,Suburb,House,Good,1012,12174,4,2.5,1998,1.62,8.7,41.7,5.37,8.5,587184.0,575095.0,571580.0
500763,Suburb,Condo,Excellent,1924,5263,4,1.5,2020,12.12,8.5,31.5,5.22,8.5,575149.0,651278.0,675058.0
500764,Downtown,House,Fair,1502,6157,3,2.0,1958,11.26,6.9,67.4,6.09,10.0,435453.0,464294.0,491352.0
500765,Suburb,House,Good,680,10406,3,2.0,1951,12.62,7.9,52.4,6.47,9.0,177280.0,212197.0,230854.0
500766,Rural,House,Fair,1631,7305,3,3.0,1965,5.38,8.3,26.7,6.59,8.0,438114.0,443286.0,432799.0
500767,Suburb,House,Excellent,2281,,3,3.5,1957,25.93,9.6,35.7,6.19,11.5,723911.0,682980.0,666713.0
500768,Suburb,House,Good,1730,5613,4,2.5,2001,7.29,8.8,57.7,5.79,11.5,545398.0,533661.0,531027.0
500769,Rural,Townhome,Good,2462,,4,1.5,1991,9.46,7.2,71.5,6.2,9.5,515564.0,543478.0,533105.0
500770,Suburb,House,Good,1615,4267,4,1.5,2015,4.28,7.1,16.1,6.55,10.5,457196.0,512614.0,529425.0
500771,University,House,Fair,1854,18590,3,2.0,2019,16.77,7.2,49.0,6.02,9.0,534678.0,560544.0,562034.0
500772,University,House,Excellent,1600,5555,2,3.5,1979,5.92,7.3,39.8,6.23,7.5,629703.0,547934.0,543284.0
500773,Suburb,House,Good,2073,4215,3,2.5,2012,14.29,6.3,19.8,6.01,9.5,576864.0,555844.0,555799.0
500774,Rural,Townhome,Good,3084,10027,3,2.0,1990,3.22,8.1,43.0,5.88,10.0,740214.0,793877.0,808750.0
500775,Suburb,Townhome,Excellent,2085,8916,4,1.5,2014,10.39,6.0,21.9,6.22,8.5,684035.0,702675.0,691708.0
500776,Downtown,House,Good,1976,2073,3,3.0,2003,6.51,5.9,37.5,5.51,11.0,675894.0,690923.0,696767.0
500777,Suburb,House,Fair,1448,,3,2.5,1985,13.95,7.5,69.1,6.85,8.5,472169.0,439381.0,423957.0
500778,Rural,House,Good,1359,3025,4,2.0,1994,6.98,6.2,52.9,5.23,8.0,438354.0,443464.0,441144.0
500779,Waterfront,House,Good,2802,4133,3,2.5,1966,3.72,6.7,56.8,6.49,9.5,924707.0,896708.0,889065.0
500780,Downtown,Condo,Good,1127,10899,3,3.5,1985,11.23,4.0,54.2,5.36,10.5,399583.0,406701.0,410513.0
500781,Rural,Condo,Good,1256,4051,5,2.0,1952,1.85,8.1,50.6,7.13,12.0,301682.0,334799.0,336728.0
500782,Suburb,Condo,Good,1787,8411,5,3.5,1998,3.2,7.0,59.7,6.74,11.5,533391.0,526095.0,540279.0
500783,Downtown,Condo,Excellent,1573,5410,4,3.0,1956,13.04,6.8,28.4,5.7,12.0,580117.0,613236.0,621409.0
500784,Waterfront,House,Excellent,3122,21666,3,2.0,2003,0.3,7.7,40.2,5.92,7.0,1022903.0,1120605.0,1113613.0
500785,Rural,House,Good,450,6411,2,3.0,2019,13.0,7.3,57.9,5.5,9.0,238404.0,247898.0,232460.0
500786,Downtown,House,Excellent,2085,3355,4,2.0,2010,6.39,6.0,34.8,6.16,8.0,699511.0,743801.0,734338.0
500787,University,Condo,Excellent,2313,3499,3,1.5,1979,3.47,9.9,39.1,6.45,8.5,624654.0,691374.0,686455.0
500788,Downtown,House,Good,1122,3941,3,2.0,1992,10.08,6.4,63.1,7.78,7.0,268399.0,312125.0,309536.0
500789,Downtown,House,Good,1431,7323,3,1.5,1998,12.29,8.4,67.9,5.36,8.5,509901.0,482014.0,473199.0
500790,Suburb,Condo,Excellent,2131,6769,3,,2000,5.37,9.6,36.6,6.97,9.5,636072.0,614307.0,627104.0
500791,Waterfront,House,Good,,12127,3,2.0,1983,7.7,6.1,33.6,5.84,8.0,888221.0,857286.0,868341.0
500792,Downtown,House,Fair,1252,7492,3,2.5,1964,13.26,7.1,54.1,6.37,9.5,443345.0,418451.0,415358.0
500793,University,House,Good,824,7319,5,3.0,1962,12.99,5.8,49.5,6.74,13.0,235480.0,237398.0,231669.0
500794,Rural,Townhome,Good,2482,8226,4,1.0,1962,8.42,8.5,35.7,6.54,10.0,524386.0,517476.0,514777.0
500795,Downtown,House,Good,2840,6265,1,2.5,1951,4.34,6.5,54.3,6.46,7.5,687496.0,667849.0,667419.0
500796,Suburb,House,Good,1632,8067,2,1.0,2011,3.35,5.4,53.7,6.08,6.0,533121.0,546551.0,546371.0
500797,Suburb,House,Good,450,10827,2,2.5,1982,5.34,8.9,46.7,6.19,7.5,328025.0,328581.0,309669.0
500798,Suburb,Condo,Fair,2794,10826,2,1.5,1966,12.59,8.3,88.6,6.29,6.5,593714.0,626229.0,621257.0
500799,Rural,House,Fair,1721,,4,2.5,2013,12.02,5.7,65.5,6.94,10.5,339809.0,370850.0,348910.0
500800,Rural,Condo,Fair,2581,2341,4,3.5,1983,10.47,8.7,57.5,5.29,10.5,542360.0,585498.0,585995.0
500801,Waterfront,House,Good,1822,4163,3,1.0,2008,16.65,7.3,60.6,5.9,7.0,630269.0,685794.0,693805.0
500802,Downtown,Condo,Good,1606,8005,3,2.5,2017,7.05,10.0,88.9,5.43,8.5,544374.0,602337.0,589937.0
500803,University,House,Good,1556,1518,2,2.0,1975,6.6,9.5,61.7,5.6,6.0,445767.0,506898.0,508914.0
500804,Suburb,Townhome,Excellent,2808,5079,2,1.0,1961,6.58,6.2,35.1,5.71,7.0,751383.0,691277.0,684154.0
500805,University,House,Good,2782,8843,2,2.5,1960,19.61,6.6,50.3,6.88,8.5,571342.0,556456.0,548362.0
500806,University,Condo,Excellent,460,4814,2,2.0,2001,0.3,5.7,46.7,7.52,9.0,115461.0,229862.0,252995.0
500807,Waterfront,Condo,Good,1241,3451,5,2.0,1996,10.43,7.2,37.3,7.04,12.0,512328.0,551505.0,562039.0
500808,Suburb,House,Excellent,3005,19330,2,1.5,1968,11.31,7.1,49.4,5.47,7.5,736661.0,800729.0,806485.0
500809,Suburb,House,Fair,1611,15487,4,5.0,1999,9.14,8.1,49.3,6.25,11.0,654296.0,634304.0,629272.0
500810,Waterfront,House,Good,966,5777,4,2.0,1997,22.03,7.1,44.8,5.5,8.0,605428.0,576506.0,581404.0
500811,Waterfront,House,Excellent,1853,14912,3,1.0,2017,15.44,4.9,38.5,6.47,7.0,687658.0,738699.0,736514.0
500812,Suburb,House,Good,1780,14694,3,1.5,2012,13.17,5.8,57.8,6.98,7.5,513170.0,520235.0,525641.0
500813,Waterfront,Condo,Excellent,1787,3422,3,2.0,1974,3.72,9.0,22.2,6.56,8.0,765448.0,805772.0,795282.0
500814,Suburb,House,Fair,1538,33650,3,2.0,2012,11.64,8.7,57.7,6.74,9.0,670482.0,632951.0,632179.0
500815,Suburb,House,Fair,1648,3840,4,2.0,1997,6.71,6.8,45.8,6.11,8.0,595712.0,590932.0,586361.0
500816,Rural,House,Excellent,1554,5751,3,1.5,2009,9.08,6.8,49.6,4.99,9.5,627059.0,653670.0,637133.0
500817,Suburb,House,Good,2067,3489,4,2.5,2019,9.97,6.8,10.8,4.98,10.5,709493.0,695645.0,715568.0
500818,Suburb,House,Good,1322,7052,4,2.0,1989,6.11,7.0,70.3,6.14,11.0,429956.0,476760.0,486413.0
500819,Suburb,House,Excellent,1662,3057,3,,1958,12.42,4.6,20.3,6.55,7.0,529771.0,558445.0,549226.0
500820,Suburb,House,Fair,1756,6698,3,1.5,1991,18.07,8.3,33.0,6.98,7.5,383867.0,466989.0,449802.0
500821,Downtown,House,Excellent,2699,12875,3,2.0,2017,14.71,6.1,55.1,5.99,10.0,769692.0,773277.0,764806.0
500822,Downtown,House,Good,2093,7642,3,3.0,1963,10.08,7.2,36.7,6.25,9.0,564826.0,584664.0,574877.0
500823,Rural,Condo,Fair,1779,5735,2,2.5,1968,0.3,3.4,39.7,6.36,9.5,412197.0,450169.0,443072.0
500824,Suburb,House,Fair,2199,16985,4,2.0,1958,15.01,7.3,12.9,6.86,8.0,528723.0,571560.0,553847.0
500825,Rural,House,Good,2114,3923,3,2.0,2012,14.96,8.9,39.2,6.16,10.0,548270.0,585042.0,575356.0
500826,University,House,Good,2557,12005,2,2.5,2006,7.78,3.8,48.8,5.52,8.5,520832.0,634067.0,634861.0
500827,Suburb,House,Excellent,2179,5600,5,4.0,1980,6.18,9.2,55.6,6.87,13.0,563912.0,611921.0,616818.0
500828,Suburb,House,Fair,3016,7640,2,1.5,1953,12.6,7.7,41.4,6.45,6.5,719431.0,689786.0,666558.0
500829,,House,Fair,2724,6838,2,2.5,2020,4.31,6.0,48.9,6.44,6.5,735643.0,739942.0,739966.0
500830,Suburb,House,Fair,1823,7243,3,3.0,2020,13.39,4.7,52.1,5.42,10.0,434790.0,424130.0,412562.0
500831,Rural,Condo,Good,1581,6495,1,1.5,1972,2.8,8.7,35.8,6.2,4.5,347781.0,391697.0,379484.0
500832,Suburb,Townhome,Good,2424,4193,2,2.5,1964,3.7,7.4,34.6,5.14,8.5,631079.0,674030.0,670317.0
500833,Suburb,Condo,Good,2186,4764,2,,2017,9.0,7.8,74.4,4.96,9.5,613073.0,584948.0,576917.0
500834,Rural,House,Good,1789,8730,2,2.0,2004,0.68,6.6,33.2,6.05,6.0,438942.0,443464.0,451718.0
500835,Suburb,House,Good,,6276,3,2.5,1978,8.92,5.9,63.8,5.93,9.5,437764.0,444191.0,452479.0
500836,Downtown,House,Fair,659,3331,3,3.0,1984,11.92,8.2,46.7,6.55,8.0,441545.0,410532.0,406980.0
500837,Rural,House,Fair,2076,4382,4,3.0,2000,1.49,5.6,67.3,7.09,10.0,484258.0,460047.0,452500.0
500838,Rural,Townhome,Excellent,2351,4413,4,2.0,1996,14.15,8.3,36.3,6.18,10.0,519963.0,525534.0,546654.0
500839,Suburb,House,Good,2372,6468,4,2.5,1961,5.76,4.6,53.3,7.3,9.5,547432.0,592234.0,614263.0
500840,Rural,House,Excellent,1013,7436,4,,2007,12.02,5.7,50.5,5.84,12.0,506423.0,509953.0,514545.0
500841,Downtown,Condo,Good,2524,7053,3,1.5,1968,10.13,4.9,42.3,6.67,9.5,634469.0,665833.0,664062.0
500842,Suburb,House,Fair,1503,4509,4,2.5,1972,6.36,8.9,50.2,5.42,11.5,556486.0,577776.0,589688.0
500843,Suburb,House,Fair,2102,6743,3,3.0,2013,5.98,4.5,34.4,6.28,9.0,554004.0,523659.0,540782.0
500844,Suburb,Townhome,Fair,2121,2934,3,2.5,2012,0.3,5.4,44.5,6.0,9.5,688451.0,609436.0,603276.0
500845,Suburb,House,Good,1328,1182,5,2.5,2004,5.01,7.9,39.8,6.07,12.5,367030.0,445200.0,466525.0
500846,Rural,House,Good,1466,6447,4,2.5,2007,4.6,7.3,56.9,6.56,8.5,496124.0,556263.0,554429.0
500847,Suburb,House,Good,503,2469,3,3.0,1965,18.2,10.0,44.3,5.04,10.0,362015.0,358883.0,371798.0
500848,Downtown,Townhome,Good,1254,3772,4,3.0,1994,14.68,9.6,25.2,6.27,9.0,453505.0,420242.0,414200.0
500849,Rural,House,Good,678,3227,4,2.0,1956,1.23,7.9,40.2,5.7,8.0,203192.0,233367.0,234199.0
500850,Downtown,House,Fair,2134,9695,2,2.5,1993,13.46,8.0,44.2,6.27,9.5,576507.0,638385.0,633057.0
500851,Waterfront,Townhome,Good,1890,3215,3,2.0,2007,10.2,4.4,32.4,6.44,10.0,771904.0,691425.0,691771.0
500852,Suburb,Townhome,Excellent,2444,7834,2,2.0,1979,6.81,5.7,65.2,5.97,8.0,630351.0,639649.0,651703.0
500853,Suburb,Townhome,Fair,2082,4948,3,2.0,1997,11.56,6.5,51.6,5.97,9.0,562801.0,565885.0,555322.0
500854,Suburb,Condo,Good,1437,3158,2,1.5,2023,13.41,6.7,58.1,5.49,5.5,480220.0,526035.0,522545.0
500855,Waterfront,House,Good,,2576,5,3.0,1971,5.75,5.0,34.4,6.54,11.0,763058.0,789738.0,796203.0
500856,Suburb,House,Good,1596,8732,4,,1979,7.41,5.7,39.8,5.79,10.5,442077.0,437475.0,431993.0
500857,Rural,House,Good,,8340,2,3.5,1984,9.89,5.8,60.5,6.47,8.5,522252.0,510238.0,534323.0
500858,Waterfront,House,Good,2055,10517,3,3.0,1968,3.42,8.5,24.6,5.32,8.0,718009.0,792148.0,774878.0
500859,Waterfront,Townhome,Good,1207,19822,2,1.5,1989,10.0,7.6,51.1,7.04,8.5,508228.0,499735.0,529769.0
500860,Downtown,House,Excellent,1851,7772,3,3.5,1992,8.51,6.5,47.0,5.57,11.5,655271.0,701563.0,693806.0
500861,Suburb,House,Good,1886,7811,4,1.5,1982,5.14,6.6,38.3,6.91,10.5,553354.0,545168.0,556719.0
500862,Rural,House,Fair,1650,,3,2.0,2019,4.24,7.4,47.0,5.92,9.0,381560.0,408832.0,427984.0
500863,Rural,House,Fair,2432,7021,1,3.5,2017,10.69,6.0,29.9,6.54,9.5,496812.0,553630.0,559967.0
500864,Suburb,House,Excellent,2963,5338,3,1.5,2020,13.89,6.6,49.0,6.11,9.5,711891.0,707083.0,690423.0
500865,Suburb,House,Good,1611,3849,4,3.0,1992,10.83,4.5,27.8,6.62,12.0,476720.0,521788.0,517864.0
500866,Downtown,Townhome,Fair,1622,21759,3,2.5,1993,4.17,8.0,26.9,6.2,9.5,637760.0,595837.0,596683.0
500867,Downtown,Condo,Good,450,2152,4,,1956,13.18,8.4,66.3,6.98,11.0,250921.0,271346.0,278082.0
500868,Suburb,House,Excellent,1766,7652,2,1.5,1979,9.93,7.5,35.4,6.61,6.5,530201.0,550241.0,561923.0
